Nodes	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120
G1814	0.00565948	0.00493456	0.00610016	0.00243865	0.00607209	0	0.00386961	0.00622626	0.00723233	0.00710790	0.00869058	0.00624765	0.00478707	0.00571505	0.00316971	0.00686338	0.00621709	0.00487080	0	0.00717941	0.00649752	0.00362043	0.00407529	0.00691612	0.00423856	0.00599037	0.00723630	0.00413095	0.00866846	0.00719614	0.00793583	0.00499552	0.00533955	0.00369714	0.00662545	0.00724991	0.00420057	0.00693341	0	0.00312872	0.00833722	0.00726582	0.00463728	0.00713222	0.00891956	0.00246646	0.00013584	0.00644715	0.00685418	0.00509576	0	0.00654115	0.00815357	0.00380948	0	0.00347729	0.00166345	0.00837194	0.00790763	0.00489370	0.02466540	0.02339506	0.01967600	0.02173593	0.02315348	0.02566495	0.02293728	0.01969105	0.02251909	0.02581544	0.02499415	0.02768006	0.01979274	0.02553296	0	0.02307160	0.02374637	0.02648151	0.02395633	0.02174903	0.00832005	0.00901032	0.00904037	0.00714652	0.00953227	0.00743706	0.00982596	0.00499911	0.00560700	0.00407661	0.00492382	0.00412449	0.00284477	0.00619498	0.00659521	0.00878493	0.00899980	0.00672562	0.00739330	0.00294538	0.00390115	0.00242371	0.00353897	0.00569054	0.00787207	0.00078770	0.00367018	0.00801083	0.00643137	0.00288503	0.00511280	0.00744780	0.00567523	0.00621630	0.00455868	0.00634348	0.00792849	0	0.00819005	0.00836189
G1815	0.00648012	0.00553147	0.00810583	0.00681901	0.00864982	0.00599417	0.00189773	0.00836333	0.00106303	0.00692372	0.00394193	0.00667112	0.00683218	0.00495384	0	0.00084090	0.00632504	0.00678446	0.00407152	0.01017636	0.01051869	0.00599332	0	0.00224680	0.00698694	0.00430585	0.00417347	0	0.00741315	0.00706271	0.00753858	0.00739916	0.00646008	0.00619882	0.00072889	0	0.00845036	0.00400547	0.00416458	0.00642988	0.00833248	0.00181210	0.00604513	0.00748921	0.00933664	0.00505664	0.00601077	0.01008531	0.00427510	0.00540256	0.00595696	0.00915164	0.00432817	0.00422346	0.00510922	0.00488617	0.00425943	0	0.00833449	0	0.02456996	0.02128666	0.02151944	0.02720992	0.02300991	0.02269292	0.02657059	0.02130732	0.02538462	0.02128432	0.02364719	0.02136633	0.02132688	0.02353362	0.02167962	0.02522009	0.02036720	0.02859642	0.02142994	0.02697013	0.00772870	0.00442581	0.00279696	0.00710394	0.00523398	0	0.00680467	0.00631946	0.00740276	0.00684593	0	0.00760784	0.00377841	0.00464688	0.00305059	0	0.00658578	0.00469291	0.00909007	0.00643354	0.00162743	0.00371204	0.00643718	0.00333751	0.00629695	0.00498670	0.00758267	0.00748681	0.00607679	0.00209622	0.00784798	0.00653014	0.00424811	0.00159710	0.00617037	0.00417282	0.00658078	0.00540499	0.00790958	0.00977874
G1816	0.01067555	0.00272208	0.00790586	0.00820012	0.00636749	0.00824617	0.00359421	0.00240355	0.00190066	0.00645434	0.00208431	0.00740497	0.00767279	0.00989004	0	0.00489247	0.00603487	0.00498410	0	0.01075732	0.00462142	0.00634790	0.00611877	0	0.00633391	0.00828305	0.00046013	0.00665883	0.00981079	0.00541795	0.00655541	0.00377372	0.00240168	0.00725345	0.00216260	0.00674122	0.00427884	0.00746293	0.00596748	0	0.00446498	0.00436524	0.00465665	0.00634325	0.00731473	0.00397557	0.00186902	0.00525473	0.00838393	0.00598393	0.00299507	0.00675703	0.00247440	0.00515711	0.00546740	0.00311905	0.00403136	0.00532163	0.00983338	0.00598694	0.02194475	0	0.02604217	0.02408660	0.02343390	0.01939598	0.02471903	0.02350420	0.02455493	0.02427063	0.02435903	0.02433945	0.02492631	0.02401174	0.02496651	0.02107718	0.02359554	0.02525482	0.02188069	0.02747482	0.00664397	0.00684927	0.00487152	0.01091893	0.00582714	0.00716609	0.00755475	0.00441505	0.00806023	0.00763998	0.00577226	0	0.00635026	0.00486932	0.00611687	0.00561944	0.00803476	0.00640278	0.00987075	0.00184455	0.00328063	0.00824362	0.00638931	0.00250937	0.00724883	0.00375204	0	0.00859628	0.00579902	0.00233157	0.00470507	0.00577135	0.00625688	0.00758833	0.00424226	0.00820083	0.00679365	0.00330222	0.00713790	0.00258827
G1817	0.01064957	0.00534569	0.00616926	0.00440990	0.00670376	0.00712780	0.00386817	0	0.00647589	0.00701937	0.00806893	0.00679387	0.00405824	0.00506183	0.00449564	0.00588276	0.00716882	0.00448899	0.00738469	0	0.00657742	0.00736052	0.00561983	0.00694277	0.00726992	0.00507182	0.00211117	0.00294255	0.00824980	0.00927003	0.00834732	0.00578388	0.00108873	0.00645081	0.00301096	0.00308459	0.00416308	0.00439827	0.00427190	0.00645740	0.00747809	0.00231260	0	0.00954041	0.00733569	0.00122776	0.00217330	0.00778732	0.00238240	0.00377706	0.00537283	0.00709085	0.00879259	0.00304278	0.00327499	0.00600051	0.00301375	0.00763296	0.00449962	0.00503864	0.02401531	0.02454403	0.01825733	0.02502937	0.02133688	0.02311877	0.02306928	0.02073167	0.02827515	0.02300455	0.01959120	0.02053686	0.02378264	0.02552337	0.02278631	0.02125754	0.02404093	0.02568511	0.02284642	0.02447031	0.00792177	0.00917816	0.00518389	0.00908768	0.01238137	0.00777658	0.00678525	0.00175624	0.00632050	0	0.00547108	0.00693345	0.00275467	0.00258057	0.00495726	0.00619431	0.00874601	0.00540526	0.00715351	0.00831836	0.00982669	0.00432728	0.00436633	0.00529690	0.00488977	0.00485907	0.00457543	0.00557860	0.00417963	0.00431517	0.00252452	0.00599854	0.00624471	0.00564217	0.00145863	0.00736347	0.00324508	0	0.00523881	0.00584020
G1818	0.00662912	0.00569974	0.00752807	0.00751910	0.00502536	0.00879609	0.00726937	0.00391384	0.00456729	0.00543138	0.00774803	0.00797693	0.00563268	0.00661728	0.00402403	0.00402362	0.00227656	0.00396625	0.00435162	0.00999188	0.00494151	0	0.00464473	0.00591942	0.00666009	0.00299011	0.00504052	0.00513785	0.00469130	0.00712347	0.00694377	0.00816879	0.00428926	0.01046400	0.00178113	0.00275430	0.00642056	0.00427553	0.00538614	0.00628609	0.00658543	0.00259947	0.00328692	0.00748197	0.00792262	0.00257024	0.00306266	0	0.00333014	0.00393089	0.01098822	0.00437906	0.00725753	0.00357047	0.00453442	0.00305064	0.00432469	0.00288741	0.00871536	0.00386260	0.02403036	0.02512713	0.02229987	0.02630215	0.02235288	0.02110090	0.02646790	0.02140705	0.02281579	0.02712500	0.01807293	0.02260845	0.02280297	0.02532878	0.02647614	0.02251472	0.02370255	0	0.02464367	0.02413568	0.00726384	0.00591083	0.00308495	0.00923819	0.00917101	0.00717055	0.00884108	0.00351430	0.00946674	0.00557895	0.00633206	0.00317446	0.00601309	0.00556733	0.00017156	0.00843731	0.00763576	0.00449701	0.00601060	0.00088345	0.00186517	0.00717832	0.00533205	0.00353700	0.00550444	0.00248518	0.00813816	0.00840151	0.00616110	0.00247761	0.00529284	0.00648632	0.00435538	0.00362196	0.00499524	0.01039887	0.00695374	0.00862485	0.00722365	0.00644105
G1819	0.00697138	0.00454872	0.00593779	0.00473926	0.00804901	0.00616682	0.00664834	0.00961189	0	0.00724794	0	0.00652077	0.00503199	0.00676129	0.00686540	0.00562425	0.00710240	0.00397017	0.00588033	0	0.00513156	0.00690003	0.00439765	0.00622070	0.00464183	0.00374886	0.00593920	0.00407240	0.01240824	0.00660589	0.01060011	0.00747640	0	0	0.00390047	0.00377246	0.00714032	0.01001593	0.00490720	0.00659570	0.00839820	0.00507497	0.00775122	0.00814222	0.00972122	0.00420805	0.00336326	0.00206136	0.00532260	0.00440616	0.00437177	0.00748428	0.00617614	0	0.00736683	0.00408165	0.00209040	0.00825584	0	0.00377853	0.02933868	0.02718515	0.02496084	0.02616592	0.02548421	0.01895294	0	0.02190657	0.02666661	0	0.02236324	0	0.02438048	0.02693976	0.02387379	0.02324733	0.02268373	0.02952573	0.02323150	0.03100106	0	0.00891861	0.00639015	0.00666054	0.00744123	0.00834181	0.00638807	0.00700058	0.00791088	0.00670524	0	0.00363705	0.00818963	0.00708976	0	0.00756518	0.00757624	0.00410177	0.00789127	0.00771508	0.00591503	0.00453414	0.00480088	0.00703109	0.00768665	0	0	0.00645767	0.00604069	0.00656958	0.00353170	0.00906003	0.00517247	0.00903351	0.00530202	0.01208426	0.00895455	0.00757792	0.00887573	0.00973410
G1820	0.00295737	0.00340237	0.00877704	0.00757106	0.00670883	0.00583227	0.00571298	0.00604859	0.00190074	0.00648371	0.00397372	0.00622519	0	0.00536346	0.00350587	0.00249646	0.00837892	0.00543996	0.00390570	0	0.00779205	0.00304239	0.00250984	0.00728913	0.00633752	0.00533272	0.00318590	0.00744115	0.01017805	0.00605036	0.00387248	0.00294075	0.00484753	0.00508339	0.00421810	0.00352594	0.00252807	0.00553895	0.00310744	0.00545538	0.00607463	0.00632219	0.00524346	0.00924442	0.00613058	0.00475263	0.00416998	0.00414153	0.00784271	0.00155634	0.00614869	0.00700980	0.00626844	0.00467071	0.00458848	0.00520500	0.00382836	0.00475462	0.00616488	0.00481719	0.02172069	0.02204510	0.02035560	0.02340660	0.02302507	0.02383862	0.02191819	0.01973162	0.02182438	0.02540177	0.02093200	0.02272874	0.02273769	0.02628923	0.02619192	0.02335362	0.02155536	0.02882213	0.02246551	0.02269939	0.00703150	0.00699339	0.00678289	0.00658675	0.00489459	0.01160057	0.00798553	0.00819430	0.00542201	0.00618476	0.00724544	0.00699110	0.00281594	0.00805457	0.00297713	0.00305456	0.01125053	0.00804076	0.00673360	0.00200610	0.00360235	0.00421246	0	0.00496719	0.00452644	0.00069625	0.00453306	0.00896751	0.00912114	0.00490766	0.00554297	0.00277480	0.00354352	0.00278895	0.00437436	0.00726594	0.00862512	0.00787794	0.00839579	0.00749130
G1821	0.00495968	0.00456674	0.00595859	0.00447280	0.00364944	0.00617980	0.00520675	0.00362213	0.00581766	0.00911204	0.01013439	0.00596752	0.00598120	0.00222407	0.00417293	0.00540761	0.00761191	0.00548703	0.00557600	0.00828130	0.00651921	0.00413475	0.00405446	0.00354954	0.00299757	0.00556608	0.00258890	0.00662415	0.00968708	0.00867826	0.00586341	0.00899017	0.00649570	0.01001123	0.00200848	0.00576697	0.00462815	0.00744145	0.00629945	0.00761466	0.00488745	0.00596060	0.00538129	0.00906171	0.00822199	0.00513638	0.00087979	0.00662344	0.00395709	0	0.00739690	0.00685367	0.00765129	0.00293489	0.00407698	0.00153182	0.00210004	0.00494318	0.00505365	0.00411053	0.02541264	0.02393210	0.02379673	0.02447202	0	0.02290835	0.02139926	0.02107456	0.02576301	0.02529330	0.02264688	0.01918662	0.02168977	0.02876568	0.02646490	0.02322987	0.02285586	0.02711038	0.02281756	0.02519461	0.00642691	0.00490549	0.00327494	0.00494630	0	0.00534449	0.00900466	0.00880680	0.00895470	0.00601049	0.00851020	0.00735566	0.00711140	0.00184957	0.00260283	0.00715113	0.00839065	0.00473692	0.00550967	0.01060910	0.00182103	0.00413669	0.00229969	0.00692219	0.00407896	0.00516594	0.00531215	0.00511559	0.00900166	0.00323262	0	0.00585121	0.00334142	0.00445658	0	0.00954736	0.00341976	0.00434027	0.00823610	0.00753279
G1822	0.00820422	0.00616812	0.00860078	0.00497297	0.00787094	0.00967470	0.00366823	0.00683708	0.00289629	0.00724738	0.01019596	0.00594348	0.00954758	0.00499116	0.00632505	0.00169089	0.00415285	0.00448964	0.00194535	0	0.00894148	0.00686477	0.00582372	0.00475115	0.00745780	0.00319200	0.00397843	0.00376513	0.00735650	0.00676657	0.00697292	0.00765013	0.00348547	0.00290981	0	0.00390874	0.00590831	0.00656679	0.00265666	0.00346996	0.00708975	0.00727011	0.00484433	0.00811202	0.00556000	0.00236730	0.00198069	0.00669057	0.00258015	0.00807810	0.00392263	0.00527313	0.00388471	0.00437031	0.00470802	0	0.00561579	0.00554291	0.00795035	0.00367243	0.02149353	0.02486580	0.02387763	0.02693784	0.02177216	0.02208482	0.02730279	0.01904192	0.02337703	0.02294365	0.01812079	0.02501449	0.01937195	0.02680206	0.02123594	0.01734952	0.02581623	0.02363163	0.02383220	0.02761248	0.00586208	0.00787728	0.00508762	0.00732865	0.00514440	0.00624636	0.00549025	0.00467243	0.00763487	0.00697352	0.01095406	0.00731751	0	0.00533625	0.00236323	0.00867432	0.00525943	0.00487389	0.00606120	0	0	0.00583720	0.00293807	0.00425165	0.00396384	0.00455115	0.00372172	0.00959731	0.00516577	0.00437925	0.00494326	0.00646913	0.00647642	0	0.01063477	0.00846702	0.00719692	0.00812638	0.00519290	0.00508314
G1823	0.01121151	0.00600225	0.00693007	0	0.00549564	0.00593129	0.00320271	0.00797794	0.00224439	0.00661380	0.00766703	0.00809206	0.00350207	0.00455404	0.00315089	0.00120142	0.00639205	0.00387315	0.00527461	0	0	0.00044152	0.00316260	0.00287197	0.00397809	0.00428342	0.00247824	0.00449917	0.01188662	0.00831537	0.01000081	0	0.00655543	0.00719313	0.00552384	0.00537429	0.01006101	0.00552024	0.00342693	0.00759980	0.00713741	0.00270502	0.00628611	0.00742623	0.00675190	0.00503469	0.00289961	0.00314573	0.00840697	0.00276463	0.00473847	0.00913095	0.00345606	0.00110758	0.00745790	0.00296727	0.00431285	0.00859595	0.00677156	0.00273624	0.02245499	0.02518668	0.02675411	0.02762836	0.02287366	0	0.02512883	0.02124993	0.02954483	0.02539827	0.02716971	0.02432902	0.02080708	0.02698881	0.02668497	0.02292126	0.02469289	0.02547644	0.02445011	0.02178571	0.00830914	0.00641256	0.00518901	0.01055697	0.00989533	0.00789660	0.00590313	0	0.00593999	0.00303151	0.00565302	0.00880261	0.00658359	0.00436363	0.00657957	0	0.00941737	0.00334499	0.00684574	0.00441214	0.00308395	0.00317289	0.00452733	0.00477611	0.00428809	0.00315177	0.00598243	0.01003819	0.00595842	0.00328172	0	0.00559828	0.00822452	0.00475690	0.00748133	0.00979681	0.00466501	0	0.00636564	0.00786551
G1824	0.00546103	0.00663449	0.00419149	0.00762829	0.00155768	0.00634417	0.00473733	0.00685684	0.00522243	0.00772414	0.00394146	0.00674165	0.01078258	0.01080220	0.00731621	0.00160997	0.00626858	0.00427830	0.00390738	0.00741413	0.00647184	0.00282756	0.00540443	0.00443627	0.00538946	0.00220081	0.00442093	0.00759037	0.01077997	0.00651357	0	0.00395519	0.00508214	0.00775013	0.00048010	0.00936186	0.00259132	0.00658646	0.00622379	0.00605877	0.00740084	0.00354399	0.00409350	0.00808391	0.00494030	0	0.00331203	0.00472381	0.00389236	0.00213684	0.00637652	0.00918528	0.00702110	0.00197465	0.00305951	0.00230264	0.00221231	0.00434968	0.00706151	0.00501520	0.02143145	0.02394280	0.01915076	0.02450224	0.02665316	0.02412930	0.02300195	0.02333101	0.02384018	0.02652420	0.02140462	0.02297804	0	0.02474150	0.02512927	0.01864449	0.02408722	0.02300438	0.02465356	0.02450800	0.00936324	0.00798406	0.00623034	0.00988299	0.00442685	0.00394370	0.00758769	0.00455064	0.00963854	0.00492153	0.00819321	0.00617216	0.00797071	0	0.00660217	0.00829681	0.00884459	0.00869006	0.00250770	0.00385109	0.00746167	0.00668136	0.00452081	0.00364106	0.00656151	0.00221646	0.00643429	0.00773573	0.00701672	0.00575154	0	0.00664624	0.00522133	0.00213425	0.00585762	0.00545580	0.00780238	0.00481481	0.00542298	0.00907595
G1825	0.00585017	0.00793486	0.00155903	0.00356677	0.00717300	0	0	0.00714925	0.00314951	0.00366492	0.00602228	0.00424806	0.00933107	0.00880297	0.00446270	0.00415274	0.00521963	0.00319996	0.00492293	0.00785436	0.00777296	0.00515191	0.00659111	0.00517661	0	0.00615750	0.00117019	0.00530824	0.00808076	0.00350265	0.00846805	0.00594998	0.00214137	0.00836335	0.00255534	0.00379127	0.00416174	0.00540168	0.00721593	0.01148271	0.00753670	0.00308035	0.00623479	0.00701248	0.00649197	0.00459599	0.00288956	0.00811930	0.00417373	0.00396471	0.00829849	0.00758919	0.00413694	0.00541427	0.00627704	0.00404661	0.00443997	0.00157439	0.00918593	0.00608593	0.02439592	0.02485706	0.02527678	0.02345554	0.02454230	0.02401791	0.02345201	0.02297916	0.02619016	0.02625232	0.02410681	0	0.02372808	0.02781517	0.02383360	0.01979354	0.02187854	0.02374630	0.02351970	0.02353808	0.00479079	0.01091535	0.00687385	0.00729643	0.00837003	0.00753419	0.00873712	0.00568001	0.00603646	0.00484080	0.01079850	0.00634146	0.00329229	0.00586502	0	0	0.00837591	0	0.00767147	0.00683688	0.00316664	0.00440484	0.00413967	0	0.00552193	0.00342500	0.00427003	0.00970058	0.00739976	0.00349174	0.00544073	0.00753342	0.00643865	0.00438157	0.00479883	0	0.00488290	0.00622112	0.00780514	0.01148602
G1826	0.00757158	0.00761942	0.00922654	0.00570626	0.00563336	0.00490675	0.00400788	0.00695453	0.00269335	0.00498658	0.00411754	0.00651594	0.00590975	0.00683548	0.00509294	0.00043438	0	0.00485937	0.00241325	0.01145422	0.00687329	0.00333508	0.00157730	0.00350870	0.00423276	0.00443838	0.00395656	0.00619937	0.01053261	0.00436990	0.00537605	0.00754553	0.00550180	0.00527611	0.00201625	0.00504774	0.00435655	0.00637980	0.00695612	0.00708575	0.00285856	0.00281430	0.00419258	0.01087081	0.00949664	0.00096354	0.00371783	0.00601654	0.00776151	0.00502583	0.00828040	0.01009770	0.00589789	0.00276076	0.00184494	0.00265242	0.00366931	0.00284577	0.00710847	0.00085136	0.02321011	0.02296929	0.02439728	0.02108934	0.02205916	0.02254503	0.02561707	0.02480461	0.02655786	0.02501094	0.02236431	0.02045918	0.02262122	0.02743851	0.02386460	0.02024647	0.02064823	0.02231999	0.02459296	0.02449184	0.00403895	0.00679694	0.00675066	0.00969360	0.00838258	0.00713319	0.00758466	0	0.00886975	0.00132120	0.00771420	0.01133996	0.00589379	0.00609516	0	0.00768230	0.00539295	0	0.00631634	0.00811509	0.00402584	0.00660854	0.00260990	0.00505036	0.00457302	0.00388930	0.00906223	0.00870071	0	0.00581881	0.00156114	0.00265821	0.00394131	0.00360908	0.00420407	0.01085438	0.00784664	0.00560161	0.01172361	0
G1827	0.00693166	0.00540214	0.00976210	0.00515434	0.00560321	0.00908125	0.00254702	0.00490253	0.00431345	0.00856797	0.00752738	0.00679366	0.00657191	0.00636517	0.00155701	0.00126578	0.00381477	0.00623097	0.00478300	0.01049014	0.00973343	0.00532828	0	0.00457923	0.00640823	0	0.00175647	0.00927768	0.00872745	0.00614579	0.00748055	0.00562546	0.00388766	0.00857489	0.00224416	0.00506054	0.00505476	0.00472949	0.00685737	0.00276496	0.00445786	0.00270226	0.00812261	0.01118007	0.01092999	0.00207012	0.00421240	0.01015495	0.00716243	0.00080257	0.00904207	0.00932538	0.00860823	0.00675808	0.00296870	0	0	0.00549334	0.00682379	0.00363247	0.02252222	0.02833513	0	0	0.03106782	0.02517731	0.02810443	0.02403921	0.02695734	0.02500584	0.02717869	0.02447512	0.02109627	0.02887323	0.02763654	0.02721500	0.02429430	0.02372082	0.02618086	0	0.00745673	0.00940873	0.00550901	0.00673587	0.00329979	0	0.00337892	0.00990263	0.00703756	0.00687921	0.00883155	0.00707140	0.00811065	0.00369240	0.00437041	0.00789418	0.00489885	0.00698755	0.00405168	0.00948309	0.00333443	0.00513744	0.00496396	0	0.00678578	0.00331425	0	0.00733684	0	0.00535558	0.01066946	0.00540762	0.00437949	0.00573603	0.00501096	0.00672802	0.00637378	0.00555401	0.01068279	0
G1828	0.00779836	0.00717219	0.00773065	0.00627536	0.00596880	0.00836443	0.00322029	0.00705994	0.00057040	0.00941960	0.00559571	0.00740633	0.00798086	0.00451424	0.00323532	0.00214704	0.00704943	0.00594292	0.00604555	0.00453904	0.00922818	0.00903304	0.00123780	0.00917266	0.00639206	0.00407070	0	0.00787705	0.00527858	0.00347636	0.00506134	0.00653089	0.00286209	0.00332642	0.00178251	0.00639168	0.00694999	0.00772629	0.00515828	0.00534275	0.00417547	0.00264922	0.00200153	0.00983545	0.00602881	0.00699169	0.00281406	0.00699939	0.00610323	0.00658428	0.01017680	0.00684879	0.00480486	0.00135301	0.00045169	0.00267758	0.00204170	0.00824509	0	0.00262802	0.02548211	0.02679370	0.02543860	0.02272749	0.02599922	0.02326071	0.02672889	0.02357198	0.02475878	0.02473936	0.02266319	0.02660054	0.02236252	0	0.02201712	0.02022604	0.01930229	0.02648737	0.02630012	0.02610332	0.00912240	0.00727542	0.01002737	0.00900267	0.00756257	0.00476860	0.00780208	0	0.00795667	0.00592541	0.00683554	0.00736847	0.00411072	0.00852172	0.00431808	0.00872925	0	0.00725865	0.00750838	0	0.00200802	0.00454974	0.00303518	0	0.00612364	0.00259794	0.00522022	0.00778821	0.00494916	0.00087009	0.00437300	0.00492758	0.00565619	0.00444443	0.00617556	0.00802078	0.00704074	0.00647550	0.00630726	0.00543361
G1829	0.00527193	0.00044638	0.00675682	0.00692792	0.00566928	0	0.00383694	0.00553698	0.00252541	0.00870361	0.00505942	0.00399656	0.00614330	0.00472150	0.00420779	0.00074021	0.00816000	0.00423766	0.00455821	0.00953988	0.00773071	0.00526211	0.00686486	0.00465050	0	0.00299448	0.00328315	0.00766096	0	0.00981860	0.00840184	0.00629591	0.00793841	0	0.00708480	0.00288061	0.00198977	0.00637921	0.00917795	0.00523639	0.00540293	0.00617327	0.00546060	0.00771649	0	0.00289569	0.00320122	0.00599531	0.00437634	0.00501259	0.00701626	0.00427856	0.00493229	0.00477856	0.00726964	0.00169042	0.00416832	0.00596551	0.00979635	0.00235724	0.02496184	0.02418165	0.02307323	0.02875641	0.02325507	0.02049831	0.02620511	0.02093662	0.02332817	0.03036527	0.02320253	0.01969561	0.02484669	0.02515509	0.02219344	0.02359137	0.02231258	0.02637079	0.02327681	0.02892967	0.00628733	0.00514563	0.00772239	0.00826900	0.00778545	0.00779269	0.01024987	0.00328867	0.00652008	0.00790567	0.00411381	0.00588233	0.00771248	0.00034271	0.00710358	0.00870068	0.00507718	0.00316010	0.00796531	0.00534280	0.00538045	0.00379256	0.00340216	0.00359959	0.00491440	0.00303682	0.00592438	0.00565273	0	0.00384663	0.00418350	0.00601941	0	0.00133107	0.00664011	0.00999279	0.00548224	0.00501517	0.00573658	0.00536770
G1830	0.00605510	0.00151928	0.00453176	0.00541904	0.00773607	0.00981050	0.00445419	0.00816268	0.00277387	0.00845023	0.00341006	0.00544711	0.00737118	0.00488745	0	0.00156694	0.00690297	0.00493966	0.00682154	0.00540535	0.00553006	0.00357467	0.00587592	0.00689741	0.00812904	0.00106339	0.00292024	0.00463370	0.00920117	0.01142599	0.01077597	0.00414093	0.00340155	0.00593259	0.00022898	0.00705091	0.00625594	0.00439549	0.00857900	0.00550008	0.00745334	0.00556658	0.00498654	0.00872359	0.00871471	0	0.00602670	0.00442592	0.00593118	0.00707004	0.00758358	0.00443594	0.00981093	0.00840869	0.00430648	0.00092168	0.00348970	0.00703224	0.00808350	0.00663678	0.02236742	0.02490039	0.02144031	0	0.02338000	0.02239910	0.02516930	0.02134252	0.02683629	0.02408934	0.01881578	0	0.02346337	0.02682780	0.02411460	0.02143625	0.02828586	0.02851015	0.02176186	0.02406569	0.00677630	0.00797403	0.00626636	0.00862705	0.00561153	0.00520939	0.00729715	0.00418548	0.00809418	0.00691025	0.01023963	0.00992063	0.00555233	0.00471668	0.00511816	0.00641056	0.00755800	0.00418600	0.00742946	0.00570236	0.00359380	0.00268621	0.00550212	0.00460877	0	0	0.00246719	0.00895804	0.00726325	0.00375867	0.00647787	0.00918954	0.00461880	0.00451597	0.00390907	0.00963927	0.00588571	0.00673912	0	0.00640892
G1831	0	0.00501895	0	0.00709085	0.00919140	0.00619395	0.00340076	0.00879538	0.00199947	0	0.00450288	0.00944227	0.00607400	0.00457008	0.00106297	0.00203332	0.00507092	0.00471038	0.00578742	0	0.00590216	0.00473053	0.00041173	0.00241569	0.00360251	0.00327990	0.00451104	0.00458778	0	0.00762385	0.00332799	0.00528562	0.00417578	0	0	0.00357083	0.00556595	0.00950708	0.00640997	0.00538735	0.00322307	0.00269432	0.00420695	0.00912550	0.00476826	0.00290402	0.00471582	0.00506677	0.00898129	0.00281980	0.00922291	0.00563471	0.00569881	0.00028162	0.00499730	0.00039324	0.00346238	0.00371406	0.00686993	0.00741829	0.02391980	0.02531976	0.02501401	0.02442653	0.02706752	0.02284015	0.02567847	0.02390036	0.02619346	0.02699571	0.02275820	0.02385764	0.01996552	0.02781865	0.02417237	0.02317523	0.02883520	0.02748160	0.02897982	0.02450922	0.00725542	0.00887233	0.00808670	0.00914433	0.01132200	0.00408439	0.00884198	0.00264351	0.00872496	0.00381711	0.00743902	0.00732197	0	0.00242371	0.00132876	0.00616088	0.00776272	0	0.00834011	0.00388073	0.00504220	0.00390816	0.00739613	0.00502629	0.00761280	0.00469593	0.00795391	0.00762742	0.00971271	0	0.00861300	0.00844840	0.00473713	0.00538663	0.00808279	0.00991205	0.00242751	0.00622212	0.00539513	0
G1832	0.00457863	0	0.00235737	0.00732816	0.00441922	0.00833253	0.00435093	0.00783332	0.00509335	0.01040910	0.00905981	0.00428436	0.01125218	0	0.00429506	0.00752359	0.00733281	0.00449381	0.00505516	0.00545954	0.00828973	0.00268582	0.00407028	0.00458518	0.00453671	0.00721357	0.00182084	0.00233909	0.00713584	0.00614284	0.00805915	0.00833120	0.00548838	0.00408841	0.00440429	0.00426152	0.00523039	0.00136986	0.00366087	0.00897077	0.00358449	0.00656951	0.00454129	0.01183609	0.00825362	0.00693968	0.00232925	0.00633372	0.00661228	0.00594237	0.00916101	0.00878155	0.00764636	0.00276274	0.00470734	0.00414023	0.00202294	0.00735932	0.00712996	0.00445707	0.02170912	0.02401681	0.02229216	0.02384222	0.02258979	0	0.02509864	0.01792039	0.02453837	0.02347929	0.02161341	0.02355138	0.02070925	0.02486076	0.02221750	0.01953753	0.02285369	0.02245028	0.02163353	0.02271014	0.00940422	0.00663593	0.00571050	0.00902177	0.00692189	0.00706616	0.00733628	0.00556605	0.00686168	0.00401810	0.00816880	0.00513449	0.00675837	0.00524127	0.00247516	0.00635592	0	0.00677957	0.00444178	0.00417067	0.00620190	0.00405077	0.00702511	0.00480869	0.00546328	0.00304918	0.00560765	0.00814316	0.00463830	0.00465474	0.00939828	0.00692336	0.00468819	0.00389889	0.00276256	0.00736478	0.00561431	0.00804160	0.00610999	0.00860783
